,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,Predicted price
0,1.9171584941912798,1.3010375976999862,2.145780279114578,2.993161278090127,-0.9420642745826642,0.0,4.620140473827536,-0.6746027310335424,1.2554343559614267,1.8212788549945538,-0.3619604171014103,1.2228704829828243,-0.17903103055348335,-1.343897318947846,1.6433388597839187,579289.2142544474
1,0.7559708409290968,0.5885145837738226,0.3376873350068303,-0.23646769018216082,0.9332134064714943,0.0,-0.23412148379693232,0.8210828531415457,0.7099066444049589,-0.674320521738327,1.0160252404878263,-0.8300302124920488,-0.2821178299554709,0.523099589761087,-0.23193803652045297,405107.0411658278
2,0.7559708409290968,0.5885145837738226,0.11969031337681818,1.8728576246836035,-0.9420642745826642,0.0,-0.23412148379693232,0.8210828531415457,-0.6073431956948047,1.3720709671826352,0.4782747399651974,-0.8300302124920488,-0.09792597514162549,-0.8347163438454097,-1.145534473181557,422721.88492063497
3,-0.4052168123330863,0.5885145837738226,0.15816037601740857,-0.13246905441306434,0.9332134064714943,0.0,-0.23412148379693232,-0.6746027310335424,0.5236288892393357,-0.674320521738327,0.6799311776611833,-0.8300302124920488,-0.18736893344629116,0.607963085611493,0.15273414733685406,557791.0801587303
4,0.7559708409290968,0.5885145837738226,1.2737921925945295,-0.3489732150967029,0.9332134064714943,0.0,-0.23412148379693232,-0.6746027310335424,1.6812120820542795,-0.674320521738327,1.1504628656184837,-0.8300302124920488,1.1557914234678408,0.4382360939106809,-0.3761901054669431,699608.5407407444
5,-0.4052168123330863,-0.1240084301523411,-0.12395341668025421,-0.19761189922053082,-0.9420642745826642,0.0,-0.23412148379693232,0.8210828531415457,-0.31462100900596834,0.3488752227221542,-0.059475760557431534,-0.8300302124920488,0.38036645443671385,-1.0044433355462217,-1.241702519145884,260095.69513223247
6,-0.4052168123330863,-0.48026993711542293,0.15816037601740857,-0.0896280541220364,-0.9420642745826642,0.0,-0.23412148379693232,-0.6746027310335424,-0.6073431956948047,1.4469389484846218,-0.5972262610800605,-0.8300302124920488,-1.0825565076650214,-1.937941789900688,-1.7225427489675178,745550.2142857143
7,-0.4052168123330863,-0.1240084301523411,-0.5855941683673387,-0.5037832698156233,0.9332134064714943,0.0,-0.23412148379693232,-0.6746027310335424,-0.24809323930396007,-0.674320521738327,-1.6055084495599898,1.1922606316586462,1.4756636980828317,0.7776900773123051,0.7297424231228146,616376.1666666666
8,0.7559708409290968,0.9447760907369044,0.29921727236623996,-0.5533684705102477,-0.0044254340555849305,0.0,-0.23412148379693232,-0.6746027310335424,-0.32792656294637,1.1973790108113338,-1.4710708244293325,1.2238908113602969,-0.3973324881106335,0.7776900773123051,0.6816584001406512,760316.184246034
9,0.7559708409290968,2.0135606116261497,0.9916783998968667,-0.04050268527311168,-0.0044254340555849305,0.0,-0.23412148379693232,2.3167684373166337,1.3884898953654432,-0.674320521738327,0.4782747399651974,-0.8300302124920488,0.799535572593325,-0.24067187289256742,-0.6646942433599233,859100.3870515025
10,0.7559708409290968,0.9447760907369044,1.6200227563598428,1.0565794599255736,0.9332134064714943,0.0,-0.23412148379693232,-0.6746027310335424,2.040462038445124,-0.674320521738327,0.8479782090745048,-0.8300302124920488,-1.3812050294619558,1.3717345482651473,0.2489021933011808,777997.0054744722
11,-0.4052168123330863,-0.48026993711542293,-0.7138277105026399,0.9194729312660942,-0.9420642745826642,0.0,-0.23412148379693232,0.8210828531415457,-0.3811487787079766,-0.674320521738327,-0.328351010818746,1.2116468708306256,-1.2356707244238558,-0.8347163438454097,-1.145534473181557,348586.66574072593
12,-0.4052168123330863,-0.48026993711542293,-0.34195043831026634,0.0526132634810904,-0.9420642745826642,0.0,2.1930094950153016,0.8210828531415457,-0.594037641754403,0.44869919779146944,0.545493552530526,-0.8300302124920488,0.622923629500214,0.607963085611493,0.15273414733685406,506377.60702260357
